Name,State,Prog Length,School Type,2013_DRate,2012_DRate,2011DRate
MILES COLLEGE,AL,6,2,14.7,16.8,22
OHIO TECHNICAL COLLEGE,OH,5,3,14.7,19.4,29
QUINCY COLLEGE,MA,5,1,14.7,10.6,11.5
FISHER COLLEGE,MA,8,2,14.7,15.4,15.3
CHABOT COLLEGE,CA,5,1,14.7,20.1,23.2
SALEM COMMUNITY COLLEGE,NJ,5,1,14.7,10.6,14.6
SOUTHWEST UNIVERSITY OF VISUAL ARTS,AZ,8,3,14.7,19.8,19.7
MERIDIAN COLLEGE,FL,5,3,14.7,23.2,28
PICKAWAY ROSS COUNTY JOINT VOCATIONAL SCHOOL DISTRICT,OH,3,1,14.7,21.4,23
FLORIDA KEYS COMMUNITY COLLEGE,FL,5,1,14.7,19.3,19
BRYAN UNIVERSITY,KS,5,3,14.7,8.8,21.1
DIGITAL MEDIA ARTS COLLEGE,FL,8,3,14.7,14.1,11.5
HANDS ON THERAPY,TX,3,3,14.7,3,9.8
AMERICAN MEDICAL SCIENCES CENTER,CA,5,3,14.7,0,0
COMMUNITY CHRISTIAN COLLEGE,CA,5,2,14.7,18.1,13.9
NORTHERN CAREER INSTITUTE,OH,3,1,14.7,12.7,10
ACADEMY FOR SALON PROFESSIONALS,CA,3,3,14.7,11.7,0
ART INSTITUTE OF FORT LAUDERDALE (THE),FL,6,3,14.6,14.9,19.2
HERITAGE COLLEGE,OK,5,3,14.6,13.2,15.2
SOUTHERN TECHNICAL COLLEGE,FL,8,3,14.6,13.3,11.5
NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS,RI,3,3,14.6,15.3,18.1
GRANITE STATE COLLEGE,NH,8,1,14.6,11.4,10.3
RICHLAND COLLEGE,TX,5,1,14.6,14.1,17.5
EAST-WEST UNIVERSITY,IL,6,2,14.6,17.6,21.5
INTERNATIONAL TRAINING CAREERS,FL,3,2,14.6,13.6,10.9
LICEO DE ARTE Y TECNOLOGIA,PR,4,3,14.6,14.2,11.7
COLLEGE OF THE OUACHITAS,AR,5,1,14.6,13.9,16.9
WILBUR WRIGHT COLLEGE,IL,5,1,14.6,13.5,37.5
DUTCHESS BOCES SCHOOL OF PRACTICAL NURSING,NY,3,1,14.6,12.9,5.3
BARONE BEAUTY ACADEMY,PA,3,3,14.6,31.4,27.2
LA' JAMES INTERNATIONAL COLLEGE - DAVENPORT,IA,4,3,14.6,15.6,20.6
ASHFORD UNIVERSITY,CA,8,3,14.5,15.3,15.3
COLORADO TECHNICAL UNIVERSITY,CO,8,3,14.5,17.7,19.4
UNIVERSAL TECHNICAL INSTITUTE,AZ,5,3,14.5,17.1,18.8
MCCANN SCHOOL OF BUSINESS & TECHNOLOGY,PA,5,3,14.5,19.4,21.8
NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE,PA,5,1,14.5,13.1,15.5
WESTERN TECHNICAL COLLEGE,WI,5,1,14.5,13.2,12.5
CENTRAL COMMUNITY COLLEGE,NE,5,1,14.5,13.4,13.2
COPPIN STATE UNIVERSITY,MD,8,1,14.5,17.9,22.5
POLK STATE COLLEGE,FL,6,1,14.5,5.2,8.8
KASKASKIA COLLEGE,IL,5,1,14.5,15.4,31.3
ST. CATHARINE COLLEGE,KY,8,2,14.5,12.9,15.1
DANVILLE COMMUNITY COLLEGE,VA,5,1,14.5,15.9,22.7
DAVIS & ELKINS COLLEGE,WV,6,2,14.5,8.6,14.8
ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES,NY,3,1,14.5,13.5,10
PRO WAY HAIR SCHOOL,GA,3,3,14.5,10.7,22
COLLEGE OF HEALTH CARE PROFESSIONS (THE),TX,5,3,14.5,19.8,20.8
ETI TECHNICAL COLLEGE OF NILES,OH,5,3,14.5,15.3,22.7
TRINITY BAPTIST COLLEGE,FL,8,2,14.5,12.9,7.2
FLORIDA SOUTHWESTERN STATE COLLEGE,FL,6,1,14.4,15.3,16.7
NORTH HENNEPIN COMMUNITY COLLEGE,MN,5,1,14.4,13.3,15.4
ART INSTITUTE OF PHILADELPHIA (THE),PA,6,3,14.4,14.9,16.6
GORDON STATE COLLEGE,GA,6,1,14.4,14.4,14.7
WESTMORELAND COUNTY COMMUNITY COLLEGE,PA,5,1,14.4,15.6,15.4
DELAWARE STATE UNIVERSITY,DE,8,1,14.4,11.9,14.1
WISCONSIN INDIANHEAD TECHNICAL COLLEGE,WI,5,1,14.4,16.5,16.8
LOUISIANA STATE UNIVERSITY AT EUNICE,LA,5,1,14.4,14.7,16.3
ALVIN COMMUNITY COLLEGE,TX,5,1,14.4,17.7,12
"CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS",TN,5,3,14.4,14.2,15.8
WALNUT HILL COLLEGE,PA,6,3,14.4,15.8,15.5
DELTA SCHOOL OF BUSINESS AND TECHNOLOGY,LA,5,3,14.4,18.4,15.8
UNIVERSITY OF PUERTO RICO CAROLINA REGIONAL COLLEGE,PR,6,1,14.4,6,11.8
ERIE 2 - CHAUTAUQUA - CATTARAUGUS BOCES,NY,3,1,14.4,2.6,21.9
LAS POSITAS COLLEGE,CA,5,1,14.4,12.2,12.5
CDE CAREER INSTITUTE,PA,3,3,14.4,18.9,13.3
PROFESSIONAL CAREER TRAINING INSTITUTE,TX,3,3,14.4,31.4,34.3
DELAWARE TECHNICAL COMMUNITY COLLEGE,DE,6,1,14.3,12.4,20.8
FLORIDA COLLEGE OF NATURAL HEALTH,FL,5,3,14.3,12.4,18.2
GENE JUAREZ BEAUTY SCHOOLS,WA,3,3,14.3,14.9,21.3
PROVO COLLEGE,UT,6,3,14.3,17,14.2
TECHNICAL COLLEGE OF THE LOWCOUNTRY - BEAUFORT CAMPUS,SC,5,1,14.3,14.2,10.7
CAPE COD COMMUNITY COLLEGE,MA,5,1,14.3,17.3,13.5
JEAN MADELINE AVEDA INSTITUTE,PA,3,3,14.3,10.3,15.8
OKLAHOMA STATE UNIVERSITY - OKLAHOMA CITY,OK,6,1,14.2,13.9,17.9
ROCHESTER COMMUNITY AND TECHNICAL COLLEGE,MN,5,1,14.2,13.6,14.7
FAIRMONT STATE UNIVERSITY,WV,8,1,14.2,14.2,17
LARAMIE COUNTY COMMUNITY COLLEGE,WY,5,1,14.2,18.2,15
SEACOAST CAREER SCHOOLS,ME,3,3,14.2,19.2,22.4
FORT SCOTT COMMUNITY COLLEGE,KS,5,1,14.2,14.7,20.8
NORTHERN WYOMING COMMUNITY COLLEGE DISTRICT,WY,5,1,14.2,12.6,18.3
MCHENRY COUNTY COLLEGE,IL,5,1,14.2,10.3,15.8
SEMINOLE STATE COLLEGE,OK,5,1,14.2,19.4,28
EAST LOS ANGELES COLLEGE,CA,5,1,14.2,13.4,19.2
FRANCIS TUTTLE TECHNOLOGY CENTER SCHOOL DISTRICT NO. 21,OK,4,1,14.2,16,20.3
INTERNATIONAL SCHOOL OF SKIN AND NAILCARE,GA,3,3,14.2,12.6,13.2
CAPRI INSTITUTE OF HAIR DESIGN,NJ,3,3,14.2,10,12
CAMBRIA-ROWE BUSINESS COLLEGE,PA,5,3,14.2,22,25.2
NEW HOPE CHRISTIAN COLLEGE,OR,8,2,14.2,17.2,15.6
NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,NH,3,3,14.2,15.7,14.2
PACIFIC RIM CHRISTIAN UNIVERSITY,HI,6,2,14.2,,
CONSOLIDATED SCHOOL OF BUSINESS,PA,5,3,14.2,8.9,14.1
LAUREL UNIVERSITY,NC,8,2,14.2,15.3,5
KEUNE ACADEMY BY 124,GA,3,3,14.2,12.5,27.4
AUBURN CAREER CENTER,OH,3,1,14.2,0,0
NUVANI INSTITUTE,TX,3,3,14.2,20,25
GEM CITY COLLEGE,IL,3,3,14.2,10.8,24.2
ENID BEAUTY COLLEGE,OK,3,3,14.2,18.1,11.1
ELAINE STERLING INSTITUTE(THE),GA,3,3,14.2,0,0
FRONT RANGE COMMUNITY COLLEGE,CO,5,1,14.1,13.1,19.7
POST UNIVERSITY,CT,8,3,14.1,13.1,13.6
UNIVERSIDAD DEL ESTE,PR,8,2,14.1,13,17.4
PALM BEACH STATE COLLEGE,FL,6,1,14.1,16.3,19.3
AVEDA INSTITUTE COVINGTON,LA,3,3,14.1,11.5,11.4
WESTERN DAKOTA TECHNICAL INSTITUTE,SD,5,1,14.1,14.6,19.5
INTELLITEC COLLEGE,CO,5,3,14.1,25,28.6
LAKE REGION STATE COLLEGE,ND,5,1,14.1,13.7,11.9
PAUL MITCHELL THE SCHOOL COLORADO SPRINGS,CO,3,3,14.1,14.9,24
MENLO COLLEGE,CA,6,2,14.1,8,9.7
CLARION COUNTY CAREER CENTER PRACTICAL NURSING,PA,3,1,14.1,8.5,10.3
BOLD BEAUTY ACADEMY,MT,4,3,14.1,14.4,20.5
SALT LAKE COMMUNITY COLLEGE,UT,5,1,14,13,14.8
YTI CAREER INSTITUTE,PA,5,3,14,17.8,21.3
ATLANTIC CAPE COMMUNITY COLLEGE,NJ,5,1,14,14.1,22.1
DAYTON SCHOOL OF MEDICAL MASSAGE,OH,3,3,14,12.2,18
EX'PRESSION COLLEGE,CA,6,3,14,15,14.4
ART INSTITUTE OF YORK (THE) - PENNSYLVANIA,PA,6,3,14,16.1,19.5
CITRUS COMMUNITY COLLEGE,CA,5,1,14,16.8,10.5
DAYTONA COLLEGE,FL,5,3,14,11.7,19.8
BROKEN ARROW BEAUTY COLLEGE,OK,3,3,14,11.8,16.1
MR. BELA'S SCHOOL OF COSMETOLOGY,MI,3,3,14,13.2,8.2
LONG ISLAND NAIL & SKIN CARE INSTITUTE,NY,2,3,14,2.5,0
ACADEMY DI CAPELLI,CT,3,3,14,6,2.9
SOUTHERN WORCESTER COUNTY REGIONAL VOC SCHOOL DISTRICT,MA,3,1,14,9.3,0
ARGOSY UNIVERSITY,CA,8,3,13.9,13.2,19.4
DELAWARE COUNTY COMMUNITY COLLEGE,PA,5,1,13.9,13.6,14
BROOKDALE COMMUNITY COLLEGE,NJ,5,1,13.9,13,17.1
NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,CT,2,3,13.9,14.7,18.4
PEIRCE COLLEGE,PA,8,2,13.9,11.7,14.2
EDMONDS COMMUNITY COLLEGE,WA,5,1,13.9,15.6,14.9
SHORELINE COMMUNITY COLLEGE,WA,5,1,13.9,13.5,16.9
WILLIAM PENN UNIVERSITY,IA,8,2,13.9,15.8,13.4
HIGHLINE COLLEGE,WA,6,1,13.9,11.4,17.1
MORGAN COMMUNITY COLLEGE,CO,5,1,13.9,14.9,27
COLEMAN UNIVERSITY,CA,8,2,13.9,11.1,16.4
GREAT OAKS CAREER CAMPUSES-SCARLET OAKS,OH,3,1,13.9,17.8,22.1
DAWSON COMMUNITY COLLEGE,MT,5,1,13.9,15.7,16.9
SCHOOL OF URBAN MISSIONS,CA,6,2,13.9,16.2,8.6
JOLIE HEALTH AND BEAUTY ACADEMY,PA,3,3,13.9,6.9,14.4
BUTLER BEAUTY ACADEMY,PA,3,3,13.9,17.5,12.6
DOMINION SCHOOL OF HAIR DESIGN,VA,3,3,13.9,16,19.5
ARAPAHOE COMMUNITY COLLEGE,CO,5,1,13.8,14.4,20.4
SAN ANTONIO COLLEGE,TX,5,1,13.8,15.8,16.1
CAREER POINT COLLEGE,TX,6,3,13.8,16.2,20.5
EL PASO COMMUNITY COLLEGE,TX,5,1,13.8,14.8,14.5
COMMUNITY COLLEGE OF BEAVER COUNTY,PA,5,1,13.8,15.1,14.5
HUDSON COUNTY COMMUNITY COLLEGE,NJ,5,1,13.8,16.1,15.6
LAKE WASHINGTON INSTITUTE OF TECHNOLOGY,WA,6,1,13.8,14.9,16
CAREER CARE INSTITUTE,CA,3,3,13.8,15.5,20.9
URBANA UNIVERSITY,OH,8,2,13.8,12.5,12.1
HUNTINGDON COLLEGE,AL,6,2,13.8,10.2,10.5
MANOR COLLEGE,PA,5,2,13.8,12.5,12.7
TUNXIS COMMUNITY COLLEGE,CT,5,1,13.8,8,14.1
TEXAS SOUTHERN UNIVERSITY,TX,8,1,13.7,15.4,17.4
FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY,FL,8,1,13.7,14.7,14.7
STAR CAREER ACADEMY,NY,3,3,13.7,10.9,24.9
OCEAN COUNTY COLLEGE,NJ,5,1,13.7,10.7,11.9
EAST CENTRAL UNIVERSITY,OK,8,1,13.7,15.3,16.9
AMERICAN NATIONAL UNIVERSITY,IN,8,3,13.7,11,10.5
STAUTZENBERGER COLLEGE,OH,5,3,13.7,10.2,12.7
PALO ALTO COLLEGE,TX,5,1,13.7,14.4,18.5
MODEL COLLEGE OF HAIR DESIGN,MN,3,3,13.7,11.6,12.5
CANNELLA SCHOOL OF HAIR DESIGN,IL,3,3,13.7,12.9,16.6
AUSTIN KADE ACADEMY,ID,4,3,13.7,0,0
XENON INTERNATIONAL ACADEMY III,CO,4,3,13.7,3.6,8.9
APOLLO CAREER CENTER,OH,3,1,13.7,18.4,0
WAYNE COUNTY COMMUNITY COLLEGE DISTRICT,MI,5,1,13.6,20.7,20.4
CARRINGTON COLLEGE,CA,5,3,13.6,15.1,23.2
MIDDLE GEORGIA STATE UNIVERSITY,GA,6,1,13.6,15.6,16
ARKANSAS TECH UNIVERSITY,AR,8,1,13.6,17.1,17.4
HERKIMER COUNTY COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLL,NY,5,1,13.6,12.6,18.9
UNIVERSITY OF MARYLAND - EASTERN SHORE,MD,8,1,13.6,16,17.1
ORANGE COUNTY COMMUNITY COLLEGE,NY,5,1,13.6,13.4,10.4
NORTHERN ESSEX COMMUNITY COLLEGE,MA,5,1,13.6,15.2,18.8
ABRAHAM BALDWIN AGRICULTURAL COLLEGE,GA,6,1,13.6,16.9,14.4
JEFFERSON COMMUNITY COLLEGE,NY,5,1,13.6,15.5,18.2
BLOOMFIELD COLLEGE,NJ,8,2,13.6,10.4,10
REDSTONE COLLEGE,CO,5,3,13.6,13.2,18.1
REND LAKE COLLEGE,IL,5,1,13.6,12.2,25.9
OKLAHOMA PANHANDLE STATE UNIVERSITY,OK,6,1,13.6,11.4,16.2
RENTON TECHNICAL COLLEGE,WA,6,1,13.6,13.5,16.3
PRINCE INSTITUTE - SOUTHEAST,AL,5,3,13.6,5.7,11.4
CUYAMACA COLLEGE,CA,5,1,13.6,14.5,15
COLLEGE OF SAINT JOSEPH,VT,8,2,13.6,9.8,13.1
SPECIAL SCHOOL DISTRICT OF ST. LOUIS COUNTY,MO,3,1,13.6,19.3,13.9
ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE,NY,3,3,13.6,6.4,12.5
AVI CAREER TRAINING,VA,3,3,13.6,15.3,11.5
TINT SCHOOL OF MAKEUP & COSMETOLOGY,TX,3,3,13.6,12.7,13.3
UNIVERSAL SPA TRAINING ACADEMY,IL,2,3,13.6,8,5.5
CAREER DEVELOPMENT INSTITUTE,CA,3,3,13.6,17.8,26.6
VALLEY COLLEGE,WV,5,3,13.6,18.4,14.5
MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE,MN,5,1,13.5,14.2,21
NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY,NC,8,1,13.5,14.8,18
DIXIE STATE UNIVERSITY,UT,6,1,13.5,15.2,17.8
JOLIET JUNIOR COLLEGE,IL,5,1,13.5,15,18.9
LINCOLN LAND COMMUNITY COLLEGE,IL,5,1,13.5,16.5,16.4
BACONE COLLEGE,OK,6,2,13.5,12.4,24.1
CONCORDE CAREER INSTITUTE,FL,5,3,13.5,11.5,11.6
FORTIS COLLEGE,AL,3,3,13.5,16.6,12.3
NEWBURY COLLEGE,MA,6,2,13.5,9.1,13.9
VERMILION COMMUNITY COLLEGE,MN,5,1,13.5,10.7,17.4
SOUTHERN CALIFORNIA HEALTH INSTITUTE (SOCHI),CA,3,3,13.5,12,0
MEDICAL ARTS SCHOOL (THE),NC,3,3,13.5,16,29.8
CAPE GIRARDEAU CAREER AND TECHNOLOGY CENTER,MO,4,1,13.5,20,14.5
OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS,NJ,3,1,13.5,11.2,3
HYPNOSIS MOTIVATION INSTITUTE,CA,3,2,13.5,15,20.8
SOUTHEASTERN BIBLE COLLEGE,AL,6,2,13.5,4.8,10.8
DELAWARE COUNTY TECHNICAL SCHOOL,PA,3,1,13.5,7.5,7.1
LABARON HAIRDRESSING ACADEMY,MA,3,3,13.5,12.1,9.7
NEOSHO BEAUTY COLLEGE,MO,3,3,13.5,12.5,9
NORTHLAND COMMUNITY AND TECHNICAL COLLEGE,MN,5,1,13.4,13,16.4
COLLEGE OF COASTAL GEORGIA,GA,6,1,13.4,20,20.1
IBMC COLLEGE,CO,5,3,13.4,16.1,17.6
CALIFORNIA COLLEGE SAN DIEGO,CA,6,3,13.4,21.3,25.8
MONTANA TECH OF THE UNIVERSITY OF MONTANA,MT,8,1,13.4,8.2,14
BUNKER HILL COMMUNITY COLLEGE,MA,5,1,13.4,11.8,14.1
BLACK HAWK COLLEGE,IL,5,1,13.4,12.7,13.1
SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,PA,5,3,13.4,17.4,16.9
THIEL COLLEGE,PA,6,2,13.4,12.9,13.8
AVANCE' BEAUTY COLLEGE,CA,3,3,13.4,12.1,22.8
VALLEY COLLEGE OF MEDICAL CAREERS,CA,5,3,13.4,12.7,20.5
CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,PA,3,1,13.4,4,11.2
UNIVERSITY OF PHOENIX,AZ,8,3,13.3,13.5,19
JACKSON STATE UNIVERSITY,MS,8,1,13.3,12.7,14.9
MINNESOTA SCHOOL OF BUSINESS,MN,8,3,13.3,16.4,15.7
HOLYOKE COMMUNITY COLLEGE,MA,5,1,13.3,13.1,17.3
SOUTHERN UNIVERSITY AT NEW ORLEANS,LA,8,1,13.3,11.9,15.1
NEW MEXICO HIGHLANDS UNIVERSITY,NM,8,1,13.3,16,16.2
WHITE MOUNTAINS COMMUNITY COLLEGE,NH,5,1,13.3,11.8,14
INTERNATIONAL AIR & HOSPITALITY ACADEMY,WA,3,3,13.3,9.9,6.3
NORTHWESTERN OKLAHOMA STATE UNIVERSITY,OK,8,1,13.3,13.4,16
NORTHWEST TECHNICAL COLLEGE - BEMIDJI,MN,5,1,13.3,16.6,23
RIVER VALLEY COMMUNITY COLLEGE,NH,5,1,13.3,14.6,13.1
CORTIVA INSTITUTE - CHICAGO,IL,2,3,13.3,13.3,15.4
GOGEBIC COMMUNITY COLLEGE,MI,5,1,13.3,10.7,13.2
THADDEUS STEVENS COLLEGE OF TECHNOLOGY,PA,5,1,13.3,9.8,14.7
CENTRAL BAPTIST COLLEGE,AR,6,2,13.3,10.9,10.6
RIZZIERI AVEDA SCHOOL FOR BEAUTY AND WELLNESS,NJ,4,3,13.3,9.4,15.6
TRI-STATE COSMETOLOGY INSTITUTE,TX,3,3,13.3,25.9,12.6
VALLEY FORGE MILITARY COLLEGE,PA,5,2,13.3,19.2,18.3
TRICOCI UNIVERSITY OF BEAUTY CULTURE,IL,3,3,13.3,16,7.2
"JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GOLDWELL PRODUCTS ARTISTRY",NY,3,3,13.3,16.1,29.5
SHEAR EXCELLENCE HAIR ACADEMY,FL,3,3,13.3,18.7,27
BJ'S BEAUTY & BARBER COLLEGE,WA,4,3,13.3,17.9,21.6
ALLIED AMERICAN UNIVERSITY,CA,6,3,13.3,0,0
HEADQUARTERS ACADEMY OF HAIR DESIGN,ND,4,3,13.3,17.5,23.4
SHAWSHEEN VALLEY TECHNICAL HIGH SCHOOL,MA,3,1,13.3,10.1,10
ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,CA,8,2,13.3,1.6,5.3
UNIVERSITY OF AKRON (THE),OH,8,1,13.2,12.6,13.5
JOHNSON COUNTY COMMUNITY COLLEGE,KS,5,1,13.2,15.6,14.1
ANNE ARUNDEL COMMUNITY COLLEGE,MD,5,1,13.2,13.8,15.9
BENEDICT COLLEGE,SC,6,2,13.2,19.6,32.5
COLUMBIA STATE COMMUNITY COLLEGE,TN,5,1,13.2,15.3,17.8
COLLEGE OF SOUTHERN MARYLAND,MD,5,1,13.2,11.6,12.7
MCMURRY UNIVERSITY,TX,8,2,13.2,12.6,14.1
BRIGHTWOOD COLLEGE,MD,5,3,13.2,14.8,17.8
YORK COUNTY COMMUNITY COLLEGE,ME,5,1,13.2,14.7,17.4
BLAKE AUSTIN COLLEGE,CA,5,3,13.2,16.4,10.7
SUNSTATE ACADEMY,FL,3,3,13.2,7.2,11.7
CORTIVA INSTITUTE - SEATTLE,WA,3,3,13.2,10.1,8.8
FINLANDIA UNIVERSITY,MI,6,2,13.2,11.4,9.5
MISSION COLLEGE,CA,5,1,13.2,12.8,16.6
TRICOCI UNIVERSITY OF BEAUTY CULTURE,IN,3,3,13.2,10.6,14.2
VINCENNES BEAUTY COLLEGE,IN,3,3,13.2,9.6,10.8
ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE,IL,5,1,13.2,5,11.6
CENTURY COLLEGE,MN,5,1,13.1,13.6,16.8
HENDERSON STATE UNIVERSITY,AR,8,1,13.1,14.9,15.4
CONCORDE CAREER COLLEGE,TX,5,3,13.1,12.8,14.5
MANDL SCHOOL,NY,5,3,13.1,14.1,17.3
LOUISIANA STATE UNIVERSITY AT ALEXANDRIA,LA,6,1,13.1,11.6,12.2
OAKWOOD UNIVERSITY,AL,8,2,13.1,12.5,10.7
CARRINGTON COLLEGE,ID,5,3,13.1,10.3,12.3
DEAN COLLEGE,MA,6,2,13.1,15.4,19.3
GROSSMONT COLLEGE,CA,5,1,13.1,15.6,14.2
PRATT COMMUNITY COLLEGE,KS,5,1,13.1,12.1,12.3
AVEDA INSTITUTE DENVER,CO,4,3,13.1,7.1,10
WILLISTON STATE COLLEGE,ND,5,1,13.1,9.7,7.3
MILES COMMUNITY COLLEGE,MT,5,1,13.1,11,13.6
OHIO VALLEY UNIVERSITY,WV,8,2,13.1,10.5,8.6
PAUL MITCHELL THE SCHOOL GREAT LAKES,MI,3,3,13.1,17.2,22.2
WESTMED COLLEGE,CA,3,2,13.1,25,0
NEVADA REGIONAL TECHNICAL CENTER,MO,3,1,13.1,22.5,20.6
ISLAND DRAFTING & TECHNICAL INSTITUTE,NY,5,3,13.1,9.8,19.2
ARTHUR'S BEAUTY COLLEGE,AR,3,3,13.1,14.4,22.8
NUVO COLLEGE OF COSMETOLOGY,MI,3,3,13.1,8.6,11.9
ARTISAN COLLEGE OF COSMETOLOGY (THE),OH,3,3,13.1,5,0
CHIPPEWA VALLEY TECHNICAL COLLEGE,WI,5,1,13,12.3,14.3
ADAMS STATE UNIVERSITY,CO,8,1,13,9.3,9.3
SUMMIT COLLEGE,CA,3,3,13,12.3,17.6
SPRINGFIELD TECHNICAL COMMUNITY COLLEGE,MA,5,1,13,13.4,16
MILAN INSTITUTE,CA,5,3,13,18.4,22.7
UNIVERSITY OF PIKEVILLE,KY,8,2,13,15.4,12.5
MONTANA STATE UNIVERSITY - NORTHERN,MT,8,1,13,13.1,12.7
SUMNER COLLEGE,OR,5,3,13,16,17.4
UNIVERSITY OF THE OZARKS,AR,6,2,13,17.5,15.5
MANSFIELD BEAUTY SCHOOLS,MA,3,3,13,21.1,27.5
SALON PROFESSIONAL ACADEMY OF KENOSHA (THE),WI,4,3,13,20.4,0
JOHN D. ROCKEFELLER IV CAREER CENTER,WV,3,1,13,20.4,16.6
GOD'S BIBLE SCHOOL & COLLEGE,OH,8,2,13,9.3,9.3
LINCOLN COLLEGE OF TECHNOLOGY,IN,5,3,12.9,17.9,26.1
MORGAN STATE UNIVERSITY,MD,8,1,12.9,16.9,22.4
EMPIRE BEAUTY SCHOOL,ME,3,3,12.9,12.6,18.8
HARPER COLLEGE,IL,5,1,12.9,14.9,20.2
DUNWOODY COLLEGE OF TECHNOLOGY,MN,6,2,12.9,13.6,18.6
MARS HILL UNIVERSITY,NC,8,2,12.9,18.4,19.3
COURT REPORTING INSTITUTE OF ST LOUIS,MO,5,3,12.9,10.7,8.9
MEDIATECH INSTITUTE,TX,5,3,12.9,9.3,28.4
TRICOCI UNIVERSITY OF BEAUTY CULTURE,IL,3,3,12.9,5.5,9
PROFESSIONAL INSTITUTE OF BEAUTY,CA,3,3,12.9,30.1,29.7
LOS MEDANOS COLLEGE,CA,5,1,12.9,16.2,17.3
INDUSTRIAL MANAGEMENT & TRAINING INSTITUTE,CT,3,3,12.9,11.7,9.6
LORAIN COUNTY JVS ADULT CAREER CENTER,OH,4,1,12.9,17,28.8
A & W HEALTHCARE EDUCATORS,LA,3,3,12.9,16.1,0
KEISER UNIVERSITY,FL,8,2,12.8,13.2,14.9
COLORADO MESA UNIVERSITY,CO,8,1,12.8,14.3,16
COMMUNITY COLLEGE OF RHODE ISLAND,RI,5,1,12.8,11.9,10.3
NORTH CENTRAL TEXAS COLLEGE,TX,5,1,12.8,17.6,15.5
NORTHWEST VISTA COLLEGE,TX,5,1,12.8,11.5,13.8
MIAT COLLEGE OF TECHNOLOGY,MI,5,3,12.8,13.4,11.3
DELTA COLLEGE OF ARTS & TECHNOLOGY,LA,5,3,12.8,16.3,14.3
EAST TEXAS BAPTIST UNIVERSITY,TX,8,2,12.8,12.5,12.5
MORRIS COLLEGE,SC,6,2,12.8,23.9,32.1
PASSAIC COUNTY COMMUNITY COLLEGE,NJ,5,1,12.8,10,8.3
DELTA COLLEGE,LA,4,3,12.8,13.1,21.7
DEFIANCE COLLEGE,OH,8,2,12.8,7.6,11.6
OHIO MEDIA SCHOOL,OH,3,3,12.8,15.5,17.8
AVE MARIA UNIVERSITY,FL,8,2,12.8,10,14.1
PAUL MITCHELL THE SCHOOL HOUSTON,TX,3,3,12.8,12.9,17.1
ROBERT FIANCE BEAUTY SCHOOLS,NJ,3,3,12.8,7.8,8.3
CAPITAL COMMUNITY COLLEGE,CT,5,1,12.8,8,17.5
PAUL MITCHELL THE SCHOOL AUSTIN,TX,3,3,12.8,13.3,14.4
NORTHCOAST MEDICAL TRAINING ACADEMY,OH,3,3,12.8,12.9,13.8
AMERICAN BROADCASTING SCHOOL,OK,3,3,12.8,12.9,17.5
PAUL MITCHELL THE SCHOOL WICHITA,KS,3,3,12.8,21.8,13.6
MODERN TECHNOLOGY SCHOOL,CA,4,3,12.8,10.2,6.3
STYLEMASTERS COLLEGE OF HAIR DESIGN,WA,3,3,12.8,24.6,30.1
LINCOLN UNIVERSITY,CA,8,2,12.8,11.9,16.1
ART INSTITUTE OF CINCINNATI (THE),OH,6,3,12.8,15.2,16.2
CALIFORNIA NURSES EDUCATIONAL INSTITUTE,CA,3,3,12.8,6,12.2
SCHOOL OF HAIRSTYLING (THE),ID,4,3,12.8,23,18.8
PROFESSIONAL COSMETOLOGY EDUCATION CENTER,AR,3,3,12.8,9.5,11.1
FINE MORTUARY COLLEGE,MA,5,3,12.8,18.1,10
VOLUNTEER BEAUTY ACADEMY NORTH,TN,3,3,12.8,9,7.6
SOMERSET COUNTY TECHNOLOGY CENTER,PA,3,1,12.8,9.3,5.2
TENNESSEE STATE UNIVERSITY,TN,8,1,12.7,12,11.5
SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT MORRISVILLE,NY,6,1,12.7,13.8,15.3
SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,OK,8,1,12.7,15.9,18.8
KINGSBOROUGH COMMMUNITY COLLEGE/CUNY,NY,5,1,12.7,9.3,17.6
MOUNT WACHUSETT COMMUNITY COLLEGE,MA,5,1,12.7,10.8,17.9
